Trade at 2018-04-19 23:30:00 with price 8252.03 and signal 1, total assets : 0.12118230302119598, trade_pnl : 0, net_pnl : 0
Trade at 2019-11-10 16:00:00 with price 8847.19 and signal 1, total assets : 0, trade_pnl : -1.599672140798475, net_pnl : -653.1966650187924
Trade at 2019-11-10 16:30:00 with price 8854.62 and signal 1, total assets : 0.11293539417840628, trade_pnl : 0, net_pnl : -653.1966650187924
Trade at 2019-11-10 18:30:00 with price 8841.02 and signal -1, total assets : 0, trade_pnl : -1.5359213608264781, net_pnl : -654.7325863796189
Trade at 2019-11-10 19:00:00 with price 8812.2 and signal -1, total assets : -0.11347904042123419, trade_pnl : 0, net_pnl : -654.7325863796189
Trade at 2019-11-10 21:30:00 with price 9050.37 and signal 1, total assets : 0, trade_pnl : -27.027303057125437, net_pnl : -681.7598894367443
Trade at 2019-11-10 22:00:00 with price 9020.63 and signal 1, total assets : 0.11085700222711718, trade_pnl : 0, net_pnl : -681.7598894367443
Trade at 2019-11-11 00:00:00 with price 9037.98 and signal -1, total assets : 0, trade_pnl : 1.9233689886405045, net_pnl : -679.8365204481038
Trade at 2019-11-11 00:30:00 with price 9032.88 and signal 1, total assets : 0.11070666276979214, trade_pnl : 0, net_pnl : -679.8365204481038
Trade at 2019-11-11 01:00:00 with price 9048.29 and signal -1, total assets : 0, trade_pnl : 1.7059896732826019, net_pnl : -678.1305307748212
Trade at 2019-11-11 01:30:00 with price 9041.0 and signal 1, total assets : 0.11060723371308484, trade_pnl : 0, net_pnl : -678.1305307748212
Trade at 2019-11-11 02:30:00 with price 9032.0 and signal -1, total assets : 0, trade_pnl : -0.9954651034177004, net_pnl : -679.1259958782389
Trade at 2019-11-11 03:00:00 with price 9041.86 and signal 1, total assets : 0.11059671350806138, trade_pnl : 0, net_pnl : -679.1259958782389
Trade at 2019-11-11 03:30:00 with price 9051.18 and signal -1, total assets : 0, trade_pnl : 1.0307613698951172, net_pnl : -678.0952345083438
Trade at 2019-11-11 04:00:00 with price 9082.34 and signal 1, total assets : 0.11010378382663498, trade_pnl : 0, net_pnl : -678.0952345083438
Trade at 2019-11-11 05:30:00 with price 9036.55 and signal -1, total assets : 0, trade_pnl : -5.041652261421746, net_pnl : -683.1368867697655
Trade at 2019-11-11 06:00:00 with price 9042.97 and signal -1, total assets : -0.11058313806194205, trade_pnl : 0, net_pnl : -683.1368867697655
Trade at 2019-11-11 07:30:00 with price 9057.36 and signal 1, total assets : 0, trade_pnl : -1.5912913567115083, net_pnl : -684.728178126477
Trade at 2019-11-11 08:00:00 with price 9054.03 and signal 1, total assets : 0.11044805462318989, trade_pnl : 0, net_pnl : -684.728178126477
Trade at 2019-11-11 09:00:00 with price 9019.57 and signal -1, total assets : 0, trade_pnl : -3.8060399623151397, net_pnl : -688.5342180887922
Trade at 2019-11-11 09:30:00 with price 9000.33 and signal -1, total assets : -0.11110703718641428, trade_pnl : 0, net_pnl : -688.5342180887922
Trade at 2019-11-11 17:00:00 with price 8726.74 and signal 1, total assets : 0, trade_pnl : 30.397774303831056, net_pnl : -658.1364437849611
Trade at 2019-11-11 17:30:00 with price 8693.98 and signal 1, total assets : 0.11502211875343629, trade_pnl : 0, net_pnl : -658.1364437849611
Trade at 2019-11-11 18:00:00 with price 8715.82 and signal -1, total assets : 0, trade_pnl : 2.5120830735750133, net_pnl : -655.6243607113861
Trade at 2019-11-11 18:30:00 with price 8705.27 and signal 1, total assets : 0.11487294477942671, trade_pnl : 0, net_pnl : -655.6243607113861
Trade at 2019-11-11 22:30:00 with price 8723.83 and signal -1, total assets : 0, trade_pnl : 2.132041855106081, net_pnl : -653.49231885628
Trade at 2019-11-11 23:00:00 with price 8737.0 and signal -1, total assets : -0.11445576284765938, trade_pnl : 0, net_pnl : -653.49231885628
Trade at 2019-11-11 23:30:00 with price 8738.86 and signal 1, total assets : 0, trade_pnl : -0.21288771889669533, net_pnl : -653.7052065751767
Trade at 2019-11-12 00:00:00 with price 8769.64 and signal 1, total assets : 0.11402976633020284, trade_pnl : 0, net_pnl : -653.7052065751767
Trade at 2019-11-12 02:30:00 with price 8740.24 and signal -1, total assets : 0, trade_pnl : -3.352475130107905, net_pnl : -657.0576817052846
Trade at 2019-11-12 03:00:00 with price 8739.64 and signal -1, total assets : -0.11442118897345886, trade_pnl : 0, net_pnl : -657.0576817052846
Trade at 2019-11-12 06:00:00 with price 8741.68 and signal 1, total assets : 0, trade_pnl : -0.23341922550594063, net_pnl : -657.2911009307905
Trade at 2019-11-12 06:30:00 with price 8733.31 and signal 1, total assets : 0.11450412272093857, trade_pnl : 0, net_pnl : -657.2911009307905
Trade at 2019-11-12 14:00:00 with price 8749.93 and signal -1, total assets : 0, trade_pnl : 1.90305851962205, net_pnl : -655.3880424111685
Trade at 2019-11-12 14:30:00 with price 8729.12 and signal -1, total assets : -0.11455908499367633, trade_pnl : 0, net_pnl : -655.3880424111685
Trade at 2019-11-12 16:00:00 with price 8750.0 and signal 1, total assets : 0, trade_pnl : -2.3919936946679172, net_pnl : -657.7800361058364
Trade at 2019-11-12 16:30:00 with price 8741.58 and signal -1, total assets : -0.1143957957257155, trade_pnl : 0, net_pnl : -657.7800361058364
Trade at 2019-11-12 17:00:00 with price 8748.77 and signal 1, total assets : 0, trade_pnl : -0.82250577126797, net_pnl : -658.6025418771044
Trade at 2019-11-12 17:30:00 with price 8725.71 and signal -1, total assets : -0.11460385458604516, trade_pnl : 0, net_pnl : -658.6025418771044
Trade at 2019-11-12 21:30:00 with price 8717.68 and signal 1, total assets : 0, trade_pnl : 0.9202689523257277, net_pnl : -657.6822729247787
Trade at 2019-11-12 22:00:00 with price 8716.87 and signal 1, total assets : 0.11472007727544405, trade_pnl : 0, net_pnl : -657.6822729247787
Trade at 2019-11-13 04:00:00 with price 8778.56 and signal -1, total assets : 0, trade_pnl : 7.077081567122036, net_pnl : -650.6051913576566
Trade at 2019-11-13 04:30:00 with price 8783.22 and signal -1, total assets : -0.1138534614867896, trade_pnl : 0, net_pnl : -650.6051913576566
Trade at 2019-11-13 05:00:00 with price 8821.94 and signal 1, total assets : 0, trade_pnl : -4.408406028768695, net_pnl : -655.0135973864253
Trade at 2019-11-13 05:30:00 with price 8793.37 and signal 1, total assets : 0.11372204285728905, trade_pnl : 0, net_pnl : -655.0135973864253
Trade at 2019-11-13 07:00:00 with price 8767.0 and signal -1, total assets : 0, trade_pnl : -2.998850270146818, net_pnl : -658.0124476565721
Trade at 2019-11-13 09:30:00 with price 8744.71 and signal -1, total assets : -0.11435484996071912, trade_pnl : 0, net_pnl : -658.0124476565721
Trade at 2019-11-13 12:30:00 with price 8745.34 and signal 1, total assets : 0, trade_pnl : -0.07204355547537489, net_pnl : -658.0844912120475
Trade at 2019-11-13 13:00:00 with price 8744.26 and signal 1, total assets : 0.11436073492782693, trade_pnl : 0, net_pnl : -658.0844912120475
Trade at 2019-11-13 17:30:00 with price 8769.59 and signal -1, total assets : 0, trade_pnl : 2.8967574157218223, net_pnl : -655.1877337963257
Trade at 2019-11-13 18:00:00 with price 8763.69 and signal -1, total assets : -0.11410718544357457, trade_pnl : 0, net_pnl : -655.1877337963257
Trade at 2019-11-13 21:00:00 with price 8751.18 and signal 1, total assets : 0, trade_pnl : 1.4274808898991296, net_pnl : -653.7602529064266
Trade at 2019-11-13 21:30:00 with price 8756.59 and signal -1, total assets : -0.11419970559315898, trade_pnl : 0, net_pnl : -653.7602529064266
Trade at 2019-11-13 22:30:00 with price 8772.93 and signal 1, total assets : 0, trade_pnl : -1.8660231893921946, net_pnl : -655.6262760958188
Trade at 2019-11-13 23:00:00 with price 8769.63 and signal 1, total assets : 0.1140298963582272, trade_pnl : 0, net_pnl : -655.6262760958188
Trade at 2019-11-14 00:30:00 with price 8757.75 and signal -1, total assets : 0, trade_pnl : -1.3546751687357528, net_pnl : -656.9809512645545
Trade at 2019-11-14 01:00:00 with price 8778.4 and signal -1, total assets : -0.11391597557641484, trade_pnl : 0, net_pnl : -656.9809512645545
Trade at 2019-11-14 01:30:00 with price 8790.03 and signal 1, total assets : 0, trade_pnl : -1.324842795953714, net_pnl : -658.3057940605082
Trade at 2019-11-14 02:00:00 with price 8763.32 and signal 1, total assets : 0.11411200321339401, trade_pnl : 0, net_pnl : -658.3057940605082
Trade at 2019-11-14 03:30:00 with price 8760.38 and signal -1, total assets : 0, trade_pnl : -0.3354892894474233, net_pnl : -658.6412833499556
Trade at 2019-11-14 04:00:00 with price 8766.48 and signal -1, total assets : -0.11407086995008259, trade_pnl : 0, net_pnl : -658.6412833499556
Trade at 2019-11-14 04:30:00 with price 8781.29 and signal 1, total assets : 0, trade_pnl : -1.6893895839608604, net_pnl : -660.3306729339165
Trade at 2019-11-14 05:00:00 with price 8777.12 and signal 1, total assets : 0.11393258836611553, trade_pnl : 0, net_pnl : -660.3306729339165
Trade at 2019-11-14 07:00:00 with price 8756.01 and signal -1, total assets : 0, trade_pnl : -2.4051169404087887, net_pnl : -662.7357898743253
Trade at 2019-11-14 07:30:00 with price 8741.94 and signal -1, total assets : -0.11439108481641375, trade_pnl : 0, net_pnl : -662.7357898743253
Trade at 2019-11-14 12:30:00 with price 8690.27 and signal 1, total assets : 0, trade_pnl : 5.910587352464063, net_pnl : -656.8252025218612
Trade at 2019-11-14 13:00:00 with price 8668.36 and signal -1, total assets : -0.11536207540988144, trade_pnl : 0, net_pnl : -656.8252025218612
Trade at 2019-11-14 16:00:00 with price 8626.64 and signal 1, total assets : 0, trade_pnl : 4.812905786100373, net_pnl : -652.0122967357609
Trade at 2019-11-14 16:30:00 with price 8619.82 and signal 1, total assets : 0.11601170326062493, trade_pnl : 0, net_pnl : -652.0122967357609
Trade at 2019-11-14 17:00:00 with price 8636.54 and signal -1, total assets : 0, trade_pnl : 1.9397156785177003, net_pnl : -650.0725810572432
Trade at 2019-11-14 17:30:00 with price 8615.98 and signal -1, total assets : -0.11606340776092795, trade_pnl : 0, net_pnl : -650.0725810572432
Trade at 2019-11-14 18:30:00 with price 8633.3 and signal 1, total assets : 0, trade_pnl : -2.010218222419212, net_pnl : -652.0827992796624
Trade at 2019-11-14 19:00:00 with price 8680.93 and signal 1, total assets : 0.11519503094714506, trade_pnl : 0, net_pnl : -652.0827992796624
Trade at 2019-11-14 21:30:00 with price 8652.09 and signal -1, total assets : 0, trade_pnl : -3.322224692515647, net_pnl : -655.405023972178
Trade at 2019-11-14 22:00:00 with price 8655.38 and signal -1, total assets : -0.11553507760491163, trade_pnl : 0, net_pnl : -655.405023972178
Trade at 2019-11-14 23:00:00 with price 8661.89 and signal 1, total assets : 0, trade_pnl : -0.7521333552080023, net_pnl : -656.157157327386
Trade at 2019-11-14 23:30:00 with price 8635.3 and signal 1, total assets : 0.11580373582851784, trade_pnl : 0, net_pnl : -656.157157327386
Trade at 2019-11-15 00:00:00 with price 8642.92 and signal -1, total assets : 0, trade_pnl : 0.8824244670134931, net_pnl : -655.2747328603725
Trade at 2019-11-15 00:30:00 with price 8642.51 and signal -1, total assets : -0.11570712674905785, trade_pnl : 0, net_pnl : -655.2747328603725
Trade at 2019-11-15 02:00:00 with price 8666.45 and signal 1, total assets : 0, trade_pnl : -2.7700286143724497, net_pnl : -658.044761474745
Trade at 2019-11-15 02:30:00 with price 8667.83 and signal 1, total assets : 0.11536912929764429, trade_pnl : 0, net_pnl : -658.044761474745
Trade at 2019-11-15 04:30:00 with price 8664.99 and signal -1, total assets : 0, trade_pnl : -0.32764832720522463, net_pnl : -658.3724098019502
Trade at 2019-11-15 05:00:00 with price 8646.68 and signal -1, total assets : -0.11565132513288337, trade_pnl : 0, net_pnl : -658.3724098019502
Trade at 2019-11-15 10:30:00 with price 8559.09 and signal 1, total assets : 0, trade_pnl : 10.129899568389305, net_pnl : -648.2425102335609
Trade at 2019-11-15 11:00:00 with price 8564.64 and signal -1, total assets : -0.1167591399054718, trade_pnl : 0, net_pnl : -648.2425102335609
Trade at 2019-11-15 11:30:00 with price 8575.73 and signal 1, total assets : 0, trade_pnl : -1.2948588615516883, net_pnl : -649.5373690951126
Trade at 2019-11-15 12:00:00 with price 8588.01 and signal 1, total assets : 0.11644141075755617, trade_pnl : 0, net_pnl : -649.5373690951126
Trade at 2019-11-15 17:00:00 with price 8630.54 and signal -1, total assets : 0, trade_pnl : 4.95225319951885, net_pnl : -644.5851158955937
Trade at 2019-11-15 17:30:00 with price 8645.55 and signal 1, total assets : 0.1156664411171065, trade_pnl : 0, net_pnl : -644.5851158955937
Trade at 2019-11-15 20:00:00 with price 8463.73 and signal -1, total assets : 0, trade_pnl : -21.03047232391225, net_pnl : -665.615588219506
Trade at 2019-11-15 20:30:00 with price 8467.49 and signal -1, total assets : -0.11809875181429208, trade_pnl : 0, net_pnl : -665.615588219506
Trade at 2019-11-15 22:30:00 with price 8464.26 and signal 1, total assets : 0, trade_pnl : 0.38145896836010706, net_pnl : -665.2341292511459
Trade at 2019-11-15 23:00:00 with price 8479.21 and signal -1, total assets : -0.11793551521898857, trade_pnl : 0, net_pnl : -665.2341292511459
Trade at 2019-11-16 00:00:00 with price 8497.32 and signal 1, total assets : 0, trade_pnl : -2.135812180615858, net_pnl : -667.3699414317617
Trade at 2019-11-16 00:30:00 with price 8477.84 and signal 1, total assets : 0.11795457333471733, trade_pnl : 0, net_pnl : -667.3699414317617
Trade at 2019-11-16 02:00:00 with price 8481.0 and signal -1, total assets : 0, trade_pnl : 0.37273645173763725, net_pnl : -666.9972049800241
Trade at 2019-11-16 02:30:00 with price 8465.61 and signal -1, total assets : -0.11812497858984762, trade_pnl : 0, net_pnl : -666.9972049800241
Trade at 2019-11-16 04:00:00 with price 8521.01 and signal 1, total assets : 0, trade_pnl : -6.544123813877491, net_pnl : -673.5413287939016
Trade at 2019-11-16 04:30:00 with price 8483.12 and signal 1, total assets : 0.1178811569328266, trade_pnl : 0, net_pnl : -673.5413287939016
Trade at 2019-11-16 06:00:00 with price 8467.96 and signal -1, total assets : 0, trade_pnl : -1.7870783391018676, net_pnl : -675.3284071330035
Trade at 2019-11-16 06:30:00 with price 8469.86 and signal -1, total assets : -0.1180657059266623, trade_pnl : 0, net_pnl : -675.3284071330035
Trade at 2019-11-16 07:30:00 with price 8457.31 and signal 1, total assets : 0, trade_pnl : 1.4817246093797394, net_pnl : -673.8466825236237
Trade at 2019-11-16 08:00:00 with price 8458.05 and signal 1, total assets : 0.1182305614178209, trade_pnl : 0, net_pnl : -673.8466825236237
Trade at 2019-11-16 08:30:00 with price 8451.63 and signal -1, total assets : 0, trade_pnl : -0.7590402043024369, net_pnl : -674.6057227279261
Trade at 2019-11-16 09:00:00 with price 8451.13 and signal -1, total assets : -0.11832737160592727, trade_pnl : 0, net_pnl : -674.6057227279261
Trade at 2019-11-16 10:00:00 with price 8470.0 and signal 1, total assets : 0, trade_pnl : -2.2328375022040063, net_pnl : -676.8385602301302
Trade at 2019-11-16 10:30:00 with price 8459.18 and signal 1, total assets : 0.11821476786166035, trade_pnl : 0, net_pnl : -676.8385602301302
Trade at 2019-11-16 12:00:00 with price 8462.81 and signal -1, total assets : 0, trade_pnl : 0.4291196073378387, net_pnl : -676.4094406227923
Trade at 2019-11-16 12:30:00 with price 8470.09 and signal -1, total assets : -0.11806249992621093, trade_pnl : 0, net_pnl : -676.4094406227923
Trade at 2019-11-16 13:00:00 with price 8474.82 and signal 1, total assets : 0, trade_pnl : -0.5584356246508833, net_pnl : -676.9678762474432
Trade at 2019-11-16 13:30:00 with price 8486.31 and signal 1, total assets : 0.11783684546051229, trade_pnl : 0, net_pnl : -676.9678762474432
Trade at 2019-11-16 16:30:00 with price 8470.0 and signal -1, total assets : 0, trade_pnl : -1.92191894946086, net_pnl : -678.8897951969041
Trade at 2019-11-16 17:00:00 with price 8479.03 and signal -1, total assets : -0.11793801885357169, trade_pnl : 0, net_pnl : -678.8897951969041
Trade at 2019-11-16 18:30:00 with price 8473.33 and signal 1, total assets : 0, trade_pnl : 0.6722467074654332, net_pnl : -678.2175484894386
Trade at 2019-11-16 19:00:00 with price 8488.98 and signal 1, total assets : 0.11779978277720056, trade_pnl : 0, net_pnl : -678.2175484894386
Trade at 2019-11-16 23:00:00 with price 8477.62 and signal -1, total assets : 0, trade_pnl : -1.3382055323488657, net_pnl : -679.5557540217875
Trade at 2019-11-16 23:30:00 with price 8475.41 and signal -1, total assets : -0.11798839230196534, trade_pnl : 0, net_pnl : -679.5557540217875
Trade at 2019-11-17 03:00:00 with price 8483.38 and signal 1, total assets : 0, trade_pnl : -0.9403674866466645, net_pnl : -680.4961215084342
Trade at 2019-11-17 03:30:00 with price 8477.0 and signal 1, total assets : 0.11796626164916833, trade_pnl : 0, net_pnl : -680.4961215084342
Trade at 2019-11-17 07:30:00 with price 8494.04 and signal -1, total assets : 0, trade_pnl : 2.01014509850188, net_pnl : -678.4859764099323
Trade at 2019-11-17 08:00:00 with price 8485.67 and signal -1, total assets : -0.11784573286493583, trade_pnl : 0, net_pnl : -678.4859764099323
